sample_id,country_code,level0,level1_family,level2_genus,level3_species,location,source,species_key,year,longitude,latitude,Category
3060659,MX,Evergreen Needleleaf,Cupressaceae,Cupressus,Cupressus lusitanica,Mexico,iNaturalist Research-grade Observations,2684046.0,2023,-102.33283310944752,21.985160752111664,Common
5885138,CO,Evergreen Broadleaf,Fabaceae,Acacia,Acacia decurrens,Colombia,"Biodiversidad asociada al plan de manejo ambiental del embalse de Tominé, Cundinamarca",2979778.0,2018,-73.86241821261892,4.913822342472075,Frequent
351875,TW,Evergreen Broadleaf,Proteaceae,Helicia,Helicia cochinchinensis,Chinese Taipei,iNaturalist Research-grade Observations,7287475.0,2022,121.61536392677306,24.96871405326493,Common
1087408,ES,Evergreen Broadleaf,Buxaceae,Buxus,Buxus sempervirens,Spain,Pl@ntNet observations,2984671.0,2019,-0.0942208052593114,42.65071297487077,Frequent
6104654,CO,Deciduous Broadleaf,Anacardiaceae,Anacardium,Anacardium spec,Colombia,Fauna y Flora del proyecto: Subestación Toluviejo 220 kv y líneas asociadas - Tramo 2,5421367.0,2023,-75.43274415780253,9.493903266598991,Frequent
1733438,NO,Evergreen Needleleaf,Taxaceae,Taxus,Taxus media,Norway,Norwegian Species Observation Service,6420771.0,2024,10.777366322812322,59.83949518805603,Common
180200,ZA,Evergreen Broadleaf,Rubiaceae,Pavetta,Pavetta lanceolata,South Africa,iNaturalist Research-grade Observations,2905528.0,2020,32.362019536505585,-27.93064517341003,Rare
376865,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2023,120.95094003340536,24.54272721142713,Frequent
1323934,FR,Deciduous Broadleaf,Ericaceae,Vaccinium,Vaccinium vitis-idaea,France,16 - Inventaire général de la flore et de la fonge - CBNA - inventaire général de la flore et de la fonge réalisé sur le terrain,2882835.0,2017,6.717328059043528,45.783708588729226,Frequent
5759464,NZ,Deciduous Broadleaf,Lamiaceae,Vitex,Vitex lucens,New Zealand,Pl@ntNet automatically identified occurrences,3904526.0,2017,175.2917036756067,-37.04266210758981,Common
2429605,SE,Deciduous Broadleaf,Rosaceae,Prunus,Prunus spinosa,Sweden,iNaturalist Research-grade Observations,3023221.0,2020,11.928746346721526,57.585303668911735,Frequent
2141648,RU,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus glabra,Russian Federation,Long-term tree inventory dataset from the permanent sampling plot in the broadleaved forest of European Russia,5361866.0,2016,35.86829987685114,53.623780324716726,Frequent
1814910,IT,Deciduous Broadleaf,Lamiaceae,Salvia,Salvia pratensis,Italy,Pl@ntNet automatically identified occurrences,2927007.0,2022,10.874967126670144,45.964841732621245,Frequent
4750026,US,Evergreen Needleleaf,Cupressaceae,Juniperus,Juniperus ashei,United States of America,iNaturalist Research-grade Observations,2684487.0,2023,-97.5449625353311,31.226357843809765,Frequent
826965,DE,Deciduous Broadleaf,Rosaceae,Crataegus,Crataegus mollis,Germany,naturgucker,3015562.0,2018,6.366147096478344,51.3075448735148,Common
3037184,US,Deciduous Broadleaf,Asteraceae,Ambrosia,Ambrosia psilostachya,United States of America,iNaturalist Research-grade Observations,3110686.0,2021,-97.5818170055378,33.35487851796479,Frequent
3540357,US,Deciduous Broadleaf,Fabaceae,Lupinus,Lupinus texensis,United States of America,iNaturalist Research-grade Observations,2963880.0,2018,-97.74856508943142,30.177822526597243,Frequent
4076261,US,Deciduous Broadleaf,Fagaceae,Quercus,Quercus stellata,United States of America,iNaturalist Research-grade Observations,8879961.0,2021,-97.47530245867416,32.84346867724613,Frequent
2140980,RU,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus glabra,Russian Federation,Long-term tree inventory dataset from the permanent sampling plot in the broadleaved forest of European Russia,5361866.0,2018,35.86978029840089,53.62202789800272,Frequent
3209622,US,Deciduous Broadleaf,Asteraceae,Erigeron,Erigeron strigosus,United States of America,iNaturalist Research-grade Observations,3146632.0,2020,-86.4236925028728,39.32764371950814,Frequent
6088654,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,2944742.0,2018,-75.85996171153107,6.771960965150346,Frequent
874567,BE,Deciduous Broadleaf,Rosaceae,Amelanchier,Amelanchier lamarckii,Belgium,"Waarnemingen.be - Non-native plant occurrences in Flanders and the Brussels Capital Region, Belgium",3024109.0,2021,5.002050115915555,50.95561032287158,Frequent
5449909,AU,Evergreen Broadleaf,Proteaceae,Persoonia,Persoonia glaucescens,Australia,NSW BioNet Atlas,5637547.0,2021,150.41472224921327,-34.4376864858741,Frequent
3989811,US,Deciduous Broadleaf,Rosaceae,Rubus,Rubus bifrons,United States of America,BLM - National Invasive Species Information Management System - Plants,2995779.0,2018,-123.54439333799895,42.91180671885319,Frequent
376922,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2022,121.72274799834211,25.063229159193767,Frequent
4986241,US,Evergreen Broadleaf,Rubiaceae,Psychotria,Psychotria nervosa,United States of America,iNaturalist Research-grade Observations,2920385.0,2023,-82.629051015603,27.53316982370797,Frequent
1569062,GR,Deciduous Broadleaf,Rhamnaceae,Ziziphus,Ziziphus jujuba,Greece,Pl@ntNet automatically identified occurrences,3039423.0,2022,22.056113968074094,40.79657416583745,Common
3288029,CR,Evergreen Broadleaf,Simaroubaceae,Quassia,Quassia amara,Costa Rica,iNaturalist Research-grade Observations,3190647.0,2024,-84.1433929470606,9.38610449863194,Rare
116446,ZA,Evergreen Broadleaf,Proteaceae,Leucospermum,Leucospermum patersonii,South Africa,iNaturalist Research-grade Observations,3997141.0,2022,19.580853596003127,-34.67269894779491,Rare
377181,TW,Evergreen Broadleaf,Euphorbiaceae,Mallotus,Mallotus paniculatus,Chinese Taipei,iNaturalist Research-grade Observations,5378650.0,2021,121.61329044478316,24.65852560668407,Frequent
5267245,AU,Evergreen Broadleaf,Myrtaceae,Corymbia,Corymbia calophylla,Australia,iNaturalist Research-grade Observations,5418394.0,2022,116.76612720395904,-34.97155681859897,Common
1495925,IT,Deciduous Broadleaf,Rosaceae,Malus,Docynia delavayi,Italy,Pl@ntNet observations,3001068.0,2022,13.259168196128693,42.0728982012642,Frequent
3873766,US,Deciduous Broadleaf,Plantaginaceae,Veronica,Veronica serpyllifolia,United States of America,iNaturalist Research-grade Observations,3172057.0,2021,-78.68445887810792,42.68235475594602,Frequent
5896049,CO,Deciduous Broadleaf,Meliaceae,Cedrela,Cedrela odorata,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,3190511.0,2017,-75.6836131830694,7.11317583686108,Frequent
2442706,SE,Deciduous Broadleaf,Ulmaceae,Ulmus,Ulmus glabra,Sweden,Artportalen,5361866.0,2020,14.430609715677347,57.99398028046004,Frequent
39225,BJ,Deciduous Broadleaf,Fabaceae,Albizia,Albizia ferruginea,Benin,Forest plant species inventory of Lama classified forest,2973196.0,2019,2.1773924217007825,6.975643783069647,Rare
3007729,CA,Evergreen Broadleaf,Ericaceae,Vaccinium,Vaccinium parvifolium,Canada,iNaturalist Research-grade Observations,2882910.0,2022,-123.26528482576065,49.33561445105364,Frequent
3530553,US,Deciduous Broadleaf,Cactaceae,Opuntia,Opuntia littoralis,United States of America,iNaturalist Research-grade Observations,5384134.0,2023,-118.38080336822024,32.84228255636592,Common
1052575,ES,Evergreen Needleleaf,Pinaceae,Pinus,Pinus canariensis,Spain,iNaturalist Research-grade Observations,5285243.0,2015,-17.874248604424107,28.719723236726765,Common
3984908,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2020,-121.89107460400862,37.157501796120265,Frequent
5299447,AU,Evergreen Broadleaf,Rutaceae,Citrus,Citrus polyandra,Australia,ALA species sightings and OzAtlas,2396.0,2019,140.48358182881864,-35.81050546809743,Frequent
291935,TR,Deciduous Broadleaf,Rhamnaceae,Paliurus,Paliurus spina-christi,Türkiye,Pl@ntNet automatically identified occurrences,5372457.0,2022,29.50935868767517,40.68787465945759,Frequent
5361979,AU,Evergreen Broadleaf,Ericaceae,Styphelia,Styphelia fletcheri,Australia,NSW BioNet Atlas,4010837.0,2023,150.5895056332052,-33.670730022883525,Frequent
3066627,MX,Deciduous Broadleaf,Fabaceae,Bauhinia,Bauhinia macranthera,Mexico,iNaturalist Research-grade Observations,2953295.0,2023,-100.01715504587727,25.02199585175256,Rare
6239216,BR,Evergreen Broadleaf,Urticaceae,Urera,Urera nitida,Brazil,iNaturalist Research-grade Observations,4098735.0,2022,-48.84826591961938,-28.439499949225063,Rare
3820342,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus grandiflorus,United States of America,iNaturalist Research-grade Observations,3152592.0,2024,-81.34944508180091,28.845001680823323,Common
166775,ZA,Evergreen Broadleaf,Apocynaceae,Secamone,Secamone filiformis,South Africa,iNaturalist Research-grade Observations,3578985.0,2021,30.68069318879855,-30.39404879577989,Common
5514855,AU,Deciduous Broadleaf,Cannabaceae,Celtis,Celtis paniculata,Australia,iNaturalist Research-grade Observations,4159385.0,2024,152.55027938483062,-27.58492660963532,Rare
5825109,AU,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,Australia,Victorian Biodiversity Atlas,5285727.0,2020,141.01678329638548,-37.92415949934026,Frequent
4273372,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,United States of America,iNaturalist Research-grade Observations,3020791.0,2024,-83.70365423757397,36.753970987187614,Frequent
3081521,MX,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis decaphylla,Mexico,iNaturalist Research-grade Observations,2891652.0,2022,-101.1528167385731,22.20812026388501,Common
437768,TW,Evergreen Broadleaf,Urticaceae,Dendrocnide,Dendrocnide meyeniana,Chinese Taipei,iNaturalist Research-grade Observations,4098765.0,2023,120.63265385931146,23.702026135214663,Common
3561259,US,Deciduous Broadleaf,Malvaceae,Hibiscus,Hibiscus moscheutos,United States of America,iNaturalist Research-grade Observations,3152596.0,2024,-92.16098149598578,33.018871876284486,Frequent
4094097,US,Deciduous Broadleaf,Rosaceae,Prunus,Prunus ilicifolia,United States of America,iNaturalist Research-grade Observations,3020610.0,2020,-118.50260817259615,34.11186443099987,Frequent
6145042,CO,Deciduous Broadleaf,Fabaceae,Platymiscium,Platymiscium pinnatum,Colombia,Biodiversidad asociada al Estudio de Impacto Ambiental (EIA) para la obtención de la licencia ambiental global para el área de desarrollo VIM-43,2944742.0,2021,-74.32676224171846,10.48939311767973,Frequent
2990994,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2021,-123.3699220910808,48.5774379580373,Frequent
1198969,FR,Deciduous Broadleaf,Malvaceae,Malva,Malva multiflora,France,CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de D'ONOFRIO Patrice,3933415.0,2020,6.099769317747594,43.04054096626617,Common
6252627,CL,Evergreen Broadleaf,Proteaceae,Gevuina,Gevuina avellana,Chile,iNaturalist Research-grade Observations,3996031.0,2023,-72.9603063966984,-36.75342251775804,Common
2428016,SE,Deciduous Broadleaf,Rosaceae,Prunus,Prunus avium,Sweden,Artportalen,3020791.0,2015,14.480471383656983,57.1813715408843,Frequent
4869786,US,Evergreen Broadleaf,Sapotaceae,Sideroxylon,Sideroxylon celastrinum,United States of America,iNaturalist Research-grade Observations,2886882.0,2023,-97.41908211259232,26.200955415677324,Common
3924195,US,Deciduous Broadleaf,Betulaceae,Betula,Betula populifolia,United States of America,iNaturalist Research-grade Observations,8184083.0,2016,-73.04976934113368,43.73215645785774,Frequent
6099421,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.86193263419669,6.776308588677456,Frequent
5947292,CO,Evergreen Broadleaf,Rubiaceae,Warszewiczia,Warszewiczia coccinea,Colombia,"Registros biológicos Parcela permanente HATOVIAL SAS en Barbosa, Antioquia",5340116.0,2017,-75.25876787110128,6.501150839972472,Common
1780328,IT,Evergreen Broadleaf,Rutaceae,Citrus,Citrus polyandra,Italy,Pl@ntNet automatically identified occurrences,2396.0,2020,13.864593723458205,45.65987489337398,Frequent
6013906,CO,Evergreen Broadleaf,Rubiaceae,Palicourea,Palicourea quadrilateralis,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",2899158.0,2018,-75.03991519139817,5.991136697883546,Rare
415524,TW,Evergreen Broadleaf,Primulaceae,Maesa,Maesa perlaria,Chinese Taipei,iNaturalist Research-grade Observations,7330845.0,2024,120.9535842803301,24.5351066077268,Frequent
5883475,CO,Evergreen Broadleaf,Fabaceae,Acacia,Acacia decurrens,Colombia,"Biodiversidad asociada al plan de manejo ambiental del embalse de Tominé, Cundinamarca",2979778.0,2018,-73.81015308917148,4.986795531211717,Frequent
4869848,US,Evergreen Broadleaf,Sapotaceae,Sideroxylon,Sideroxylon celastrinum,United States of America,iNaturalist Research-grade Observations,2886882.0,2020,-98.37964828422248,26.176929779201355,Common
5782824,NZ,Evergreen Needleleaf,Pinaceae,Pinus,Pinus radiata,New Zealand,iNaturalist Research-grade Observations,5285727.0,2021,172.6329646724896,-43.65131295575876,Frequent
2991435,CA,Deciduous Broadleaf,Rosaceae,Spiraea,Spiraea douglasii,Canada,iNaturalist Research-grade Observations,3027159.0,2019,-122.73036214518716,49.19909015410029,Frequent
5490099,AU,Evergreen Broadleaf,Apocynaceae,Parsonsia,Parsonsia straminea,Australia,iNaturalist Research-grade Observations,7317057.0,2023,153.02618586296174,-30.40571826323676,Frequent
4667223,US,Evergreen Broadleaf,Fabaceae,Acacia,Acacia confusa,United States of America,iNaturalist Research-grade Observations,2978466.0,2022,-159.35490326519746,22.06116612956765,Common
1400599,DE,Deciduous Broadleaf,Rosaceae,Sorbus,Sorbus aucuparia,Germany,Pl@ntNet automatically identified occurrences,3012167.0,2022,7.846229754542313,51.66090633649512,Frequent
3006237,CA,Evergreen Broadleaf,Ericaceae,Vaccinium,Vaccinium parvifolium,Canada,iNaturalist Research-grade Observations,2882910.0,2024,-123.11400536342144,49.358743808217866,Frequent
524935,JP,Deciduous Broadleaf,Stachyuraceae,Stachyurus,Stachyurus praecox,Japan,iNaturalist Research-grade Observations,7303926.0,2022,138.3053600143219,35.288170829797835,Rare
56059,BJ,Evergreen Broadleaf,Moraceae,Ficus,Ficus sur,Benin,Evaluation et conservation des espèces forestières de la forêt de Lama (Bénin),5569827.0,2017,2.108691051770342,6.932658048914429,Common
3634655,US,Deciduous Broadleaf,Oxalidaceae,Oxalis,Oxalis decaphylla,United States of America,iNaturalist Research-grade Observations,2891652.0,2018,-109.18541016254312,31.873056810489985,Common
5998390,CO,Deciduous Broadleaf,Bignoniaceae,Jacaranda,Jacaranda copaia,Colombia,"Biodiversidad asociada al proyecto Línea de Transmisión de Energía Segundo Circuito San Lorenzo - Calizas a 110 kV, Antioquia",7298763.0,2018,-75.05332370826588,5.994360627945187,Common
6127081,CO,Deciduous Broadleaf,Cordiaceae,Cordia,Cordia dentata,Colombia,Biodiversidad asociada al gasoducto Paiva-Caracolí,5361859.0,2017,-74.94418275088174,10.74309813121659,Frequent
179143,ZA,Evergreen Broadleaf,Monimiaceae,Kibara,Kibara macrophylla,South Africa,iNaturalist Research-grade Observations,2494.0,2018,30.592514465466657,-25.11025037980236,Common
1789594,IT,Evergreen Broadleaf,Ebenaceae,Diospyros,Diospyros lotus,Italy,iNaturalist Research-grade Observations,3032980.0,2024,8.286579360873255,46.004028312678926,Common
1578575,IT,Deciduous Broadleaf,Rosaceae,Prunus,Prunus spinosa,Italy,Pl@ntNet automatically identified occurrences,3023221.0,2018,16.299222766730168,40.63527064433009,Frequent
2248336,RU,Deciduous Broadleaf,Grossulariaceae,Ribes,Ribes spicatum,Russian Federation,iNaturalist Research-grade Observations,2986129.0,2019,38.55068549285468,56.11826834053015,Frequent
4839118,US,Deciduous Broadleaf,Juglandaceae,Carya,Carya ovata,United States of America,iNaturalist Research-grade Observations,3054296.0,2020,-89.52255369816712,42.95761952307629,Frequent
2067421,PT,Evergreen Needleleaf,Pinaceae,Pinus,Pinus pinea,Portugal,Forestry Inventory 2015,5285165.0,2015,-8.566700089050725,38.64285957073046,Frequent
3010921,CA,Deciduous Broadleaf,Plantaginaceae,Veronica,Veronica serpyllifolia,Canada,iNaturalist Research-grade Observations,3172057.0,2023,-122.001736114852,49.02691980332569,Frequent
5710151,NZ,Deciduous Broadleaf,Elaeagnaceae,Elaeagnus,Elaeagnus reflexa,New Zealand,iNaturalist Research-grade Observations,4048279.0,2018,175.32008139471083,-41.23044023923667,Common
5973433,CO,Deciduous Broadleaf,Polygonaceae,Triplaris,Triplaris cumingiana,Colombia,Aprovechamiento Forestal en el área de influencia del Proyecto Hidroeléctrico Ituango,4038399.0,2018,-75.84081433160758,6.868090265660533,Frequent
4014161,US,Deciduous Broadleaf,Sapindaceae,Acer,Acer pensylvanicum,United States of America,iNaturalist Research-grade Observations,3189836.0,2021,-68.21029804962676,44.35762564442248,Frequent
4718557,US,Evergreen Broadleaf,Rhamnaceae,Ceanothus,Ceanothus cuneatus,United States of America,iNaturalist Research-grade Observations,3039404.0,2024,-122.63137010180068,37.97019079951498,Frequent
